date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:47:27	716/716	---M--	200	added ('OK')	image/png	etag:%225af83f17-2cc%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/jp.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/jp.png	(from http://web.derayah.com/ar/)
14:47:27	1521/1521	---M--	200	added ('OK')	image/png	etag:%225af83f17-5f1%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/mx.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/mx.png	(from http://web.derayah.com/ar/)
14:47:27	192/192	---M--	200	added ('OK')	image/png	etag:%225af83f17-c0%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/nl.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/nl.png	(from http://web.derayah.com/ar/)
14:47:28	285/285	---M--	200	added ('OK')	image/png	etag:%225af83f17-11d%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/no.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/no.png	(from http://web.derayah.com/ar/)
14:47:28	2659/2659	---M--	200	added ('OK')	image/png	etag:%225af83f17-a63%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/pt.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/pt.png	(from http://web.derayah.com/ar/)
14:47:28	960/960	---M--	200	added ('OK')	image/png	etag:%225af83f17-3c0%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/sg.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/sg.png	(from http://web.derayah.com/ar/)
14:47:28	1886/1886	---M--	200	added ('OK')	image/png	etag:%225af83f16-75e%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/es.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/es.png	(from http://web.derayah.com/ar/)
14:47:29	176/176	---M--	200	added ('OK')	image/png	etag:%225af83f16-b0%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/ch.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/ch.png	(from http://web.derayah.com/ar/)
14:47:29	597/597	---M--	200	added ('OK')	image/png	etag:%225af83f17-255%22	http://web.derayah.com/wp-content/themes/deraya/images/flags/gb.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/flags/gb.png	(from http://web.derayah.com/ar/)
14:47:29	73/73	---M--	200	added ('OK')	image/png	etag:%225af83f09-49%22	http://web.derayah.com/wp-content/plugins/revslider/admin/assets/images/dummy.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/admin/assets/images/dummy.png	(from http://web.derayah.com/ar/)
14:47:33	96493/96493	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:25%20GMT	http://web.derayah.com/ar/margins/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/margins/index.html	(from http://web.derayah.com/ar/)
14:47:33	87311/87311	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:25%20GMT	http://web.derayah.com/ar/margin/murabaha-margin/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/margin/murabaha-margin/index.html	(from http://web.derayah.com/ar/)
14:47:34	88797/88797	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:25%20GMT	http://web.derayah.com/ar/margin/free-margin-trading/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/margin/free-margin-trading/index.html	(from http://web.derayah.com/ar/)
14:47:34	88145/88145	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:25%20GMT	http://web.derayah.com/ar/margin/free-margin/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/margin/free-margin/index.html	(from http://web.derayah.com/ar/)
14:47:36	90105/90105	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:28%20GMT	http://web.derayah.com/ar/important-concepts/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/important-concepts/index.html	(from http://web.derayah.com/ar/)
14:47:37	100619/100619	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:29%20GMT	http://web.derayah.com/ar/contact-us/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/contact-us/index.html	(from http://web.derayah.com/ar/)
14:47:38	1253/1253	---M--	200	added ('OK')	image/png	etag:%225af83f19-4e5%22	http://web.derayah.com/wp-content/uploads/2017/11/icon.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/icon.png	(from http://web.derayah.com/ar/)
14:47:38	94691/94691	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:29%20GMT	http://web.derayah.com/ar/about-us/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/about-us/index.html	(from http://web.derayah.com/ar/)
14:47:42	98557/98557	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:33%20GMT	http://web.derayah.com/ar/board-of-directors/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/board-of-directors/index.html	(from http://web.derayah.com/ar/)
14:47:43	87015/87015	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:33%20GMT	http://web.derayah.com/ar/login/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/login/index.html	(from http://web.derayah.com/ar/)
14:47:43	99042/99042	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:33%20GMT	http://web.derayah.com/ar/management-team/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/management-team/index.html	(from http://web.derayah.com/ar/)
14:47:44	4480/4480	---M--	200	added ('OK')	image/png	etag:%225af83f19-1180%22	http://web.derayah.com/wp-content/uploads/2017/11/know_icon-e1513780707220.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/know_icon-e1513780707220.png	(from http://web.derayah.com/ar/)
14:47:46	94819/94819	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:38%20GMT	http://web.derayah.com/ar/faq/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/faq/index.html	(from http://web.derayah.com/ar/)
14:47:47	139570/139570	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:38%20GMT	http://web.derayah.com/ar/resarch/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/resarch/index.html	(from http://web.derayah.com/ar/)
14:47:47	1045/1045	---M--	200	added ('OK')	image/png	etag:%225af83f1a-415%22	http://web.derayah.com/wp-content/uploads/2017/11/talk_icon.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/talk_icon.png	(from http://web.derayah.com/ar/)
14:47:47	85012/85012	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:39%20GMT	http://web.derayah.com/ar/featured-blog/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/featured-blog/index.html	(from http://web.derayah.com/ar/)
14:47:49	2908/2908	---M--	200	added ('OK')	image/png	etag:%225af83f20-b5c%22	http://web.derayah.com/wp-content/uploads/2017/12/footer-logo.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/footer-logo.png	(from http://web.derayah.com/ar/)
14:47:50	41552/41552	---M--	200	added ('OK')	text/css	etag:%225af83f0e-a250%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css	(from http://web.derayah.com/ar/)
14:47:50	4395/4395	---M--	200	added ('OK')	text/css	etag:%225af83f15-112b%22	http://web.derayah.com/wp-content/plugins/yikes-inc-easy-mailchimp-extender/public/css/yikes-inc-easy-mailchimp-extender-public.min.css?ver=4.8.2	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/yikes-inc-easy-mailchimp-extender/public/css/yikes-inc-easy-mailchimp-extender-public.min4a41.css	(from http://web.derayah.com/ar/)
14:47:51	109892/109892	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:42%20GMT	http://web.derayah.com/ar/clients-support/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/clients-support/index.html	(from http://web.derayah.com/ar/)
14:47:51	109493/109493	---MCZ	200	added ('OK')	text/html	date:Sat,%2018%20Jan%202020%2012:45:42%20GMT	http://web.derayah.com/ar/careers/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/careers/index.html	(from http://web.derayah.com/ar/)
14:47:52	3073/3073	---M--	200	added ('OK')	application/javascript	etag:%225af83f17-c01%22	http://web.derayah.com/wp-content/themes/deraya/js/navigation.js?ver=20151215	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/js/navigation4a7d.js	(from http://web.derayah.com/ar/)
14:47:52	716/716	---M--	200	added ('OK')	application/javascript	etag:%225af83f17-2cc%22	http://web.derayah.com/wp-content/themes/deraya/js/skip-link-focus-fix.js?ver=20151215	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/js/skip-link-focus-fix4a7d.js	(from http://web.derayah.com/ar/)
14:47:52	1398/1398	---M--	200	added ('OK')	application/javascript	etag:%225af83f25-576%22	http://web.derayah.com/wp-includes/js/wp-embed.min.js?ver=4.8.2	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-includes/js/wp-embed.min4a41.js	(from http://web.derayah.com/ar/)
14:47:53	2230/2230	---M--	200	added ('OK')	application/javascript	etag:%225af83f15-8b6%22	http://web.derayah.com/wp-content/plugins/yikes-inc-easy-mailchimp-extender/public/js/form-submission-helpers.min.js?ver=6.3.30	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/yikes-inc-easy-mailchimp-extender/public/js/form-submission-helpers.minf12b.js	(from http://web.derayah.com/ar/)
14:47:53	5154/5154	---M--	200	added ('OK')	application/javascript	etag:%225af83f15-1422%22	http://web.derayah.com/wp-content/plugins/yikes-inc-easy-mailchimp-extender/public/js/yikes-mc-ajax-forms.min.js?ver=6.3.30	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/yikes-inc-easy-mailchimp-extender/public/js/yikes-mc-ajax-forms.minf12b.js	(from http://web.derayah.com/ar/)
14:47:53	1635/1635	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2018%20Jan%202020%2012:47:53%20GMT	http://www.derayah.com/css/slider.png	C:/My%20Web%20Sites/derayaht/www.derayah.com/css/slider.54.delayed	(from http://www.derayah.com/css/redirect.css)
14:47:54	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%225af83f0e-146%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:54	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%225af83f0e-146%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:54	933/933	---M--	200	added ('OK')	image/png	etag:%225af83f0b-3a5%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:55	951/951	---M--	200	added ('OK')	image/png	etag:%225af83f0b-3b7%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:55	938/938	---M--	200	added ('OK')	image/png	etag:%225af83f0b-3aa%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:55	935/935	---M--	200	added ('OK')	image/png	etag:%225af83f0b-3a7%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:55	184/184	---M--	200	added ('OK')	image/png	etag:%225af83f0b-b8%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:56	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225af83f0b-9f1%22	http://web.derayah.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://web.derayah.com/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.3.1.5)
14:47:56	3652/3652	---M--	200	added ('OK')	image/png	etag:%225af83f0f-e44%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/images/insert_link.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/images/insert_link.png	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:56	1379/1379	---M--	200	added ('OK')	image/png	etag:%225af83f0f-563%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/images/Thumbs-up-icon.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/images/Thumbs-up-icon.png	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:56	1365/1365	---M--	200	added ('OK')	image/png	etag:%225af83f0f-555%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/images/Thumbs-down-icon.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/images/Thumbs-down-icon.png	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:57	1584/1584	---M--	200	added ('OK')	application/octet-stream	etag:%225af83f0f-630%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.woff2	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.woff2	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:57	4476/4476	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225af83f0f-117c%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.eot	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.eot	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:57	2400/2400	---M--	200	added ('OK')	application/font-woff	etag:%225af83f0f-960%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.woff	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.woff	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:57	6658/6658	---M--	200	added ('OK')	image/svg+xml	etag:%225af83f0f-1a02%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.svg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.svg	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:47:58	1372/1372	---M--	200	added ('OK')	text/css	etag:%225af83f18-55c%22	http://web.derayah.com/wp-content/themes/deraya/vendors/scrolling-tabs/jquery.scrolling-tabs.css	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/vendors/scrolling-tabs/jquery.scrolling-tabs.css	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:47:58	4272/4272	---M--	200	added ('OK')	application/octet-stream	etag:%225af83f0f-10b0%22	http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.ttf	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/plugins/ultimate-faqs/css/fonts/ewd-toggle-icon.ttf	(from http://web.derayah.com/wp-content/plugins/ultimate-faqs/css/ewd-ufaq-styles.css?ver=4.8.2)
14:48:11	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%225af83f16-12d68%22	http://web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont3e6e.woff2	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:24	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225af83f16-2876e%22	http://web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont3e6e.eot	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:25	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225af83f16-2876e%22	http://web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfontd41d.eot	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:31	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%225af83f16-17ee8%22	http://web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont3e6e.woff	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:31	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%225af83f16-6c7db%22	http://web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont3e6e.svg	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:40	56616/56616	---M--	200	added ('OK')	image/png	etag:%225af83f17-dd28%22	http://web.derayah.com/wp-content/themes/deraya/images/lines.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/lines.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:41	2490/2490	---M--	200	added ('OK')	image/png	etag:%225af83f17-9ba%22	http://web.derayah.com/wp-content/themes/deraya/images/phone.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/phone.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:42	1611/1611	---M--	200	added ('OK')	image/png	etag:%225af83f17-64b%22	http://web.derayah.com/wp-content/themes/deraya/images/login-icon.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/login-icon.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:42	1444/1444	---M--	200	added ('OK')	image/png	etag:%225af83f17-5a4%22	http://web.derayah.com/wp-content/themes/deraya/images/phone-gray.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/phone-gray.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:43	2716/2716	---M--	200	added ('OK')	image/png	etag:%225af83f16-a9c%22	http://web.derayah.com/wp-content/themes/deraya/images/doclib.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/doclib.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:43	1969/1969	---M--	200	added ('OK')	image/png	etag:%225af83f16-7b1%22	http://web.derayah.com/wp-content/themes/deraya/images/envlope.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/envlope.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:44	73951/73951	---M--	200	added ('OK')	image/png	etag:%225af83f17-120df%22	http://web.derayah.com/wp-content/themes/deraya/images/footer-lines.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/footer-lines.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:44	2613/2613	---M--	200	added ('OK')	image/png	etag:%225af83f16-a35%22	http://web.derayah.com/wp-content/themes/deraya/images/ask-here.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/images/ask-here.png	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:46:39%20GMT	http://web.derayah.com/ar/?p=352	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index8fec.html	(from http://web.derayah.com/ar/investments-products/)
14:48:47	2522/2522	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:46:39%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Finvestments-products%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedb3e1.json	(from http://web.derayah.com/ar/investments-products/)
14:48:48	2815/2815	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:46:41%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Finvestments-products%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedaf11	(from http://web.derayah.com/ar/investments-products/)
14:48:51	15126/15126	---M--	200	added ('OK')	image/jpeg	etag:%225af83f1a-3b16%22	http://web.derayah.com/wp-content/uploads/2017/11/super_market-1-304x195.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/super_market-1-304x195.jpg	(from http://web.derayah.com/ar/investments-products/)
14:48:51	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225af83f16-286ac%22	http://web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/themes/deraya/css/fonts/fontawesome-webfont3e6e.ttf	(from http://web.derayah.com/wp-content/themes/deraya/css/rtl.css?ver=4.8.2)
14:48:51	15336/15336	---M--	200	added ('OK')	image/jpeg	etag:%225af83f18-3be8%22	http://web.derayah.com/wp-content/uploads/2017/11/equity_funds-1-304x195.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/equity_funds-1-304x195.jpg	(from http://web.derayah.com/ar/investments-products/)
14:48:53	16439/16439	---M--	200	added ('OK')	image/jpeg	etag:%225af83f19-4037%22	http://web.derayah.com/wp-content/uploads/2017/11/realestate-1-304x195.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/realestate-1-304x195.jpg	(from http://web.derayah.com/ar/investments-products/)
14:48:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:46:46%20GMT	http://web.derayah.com/ar/?p=71	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index6cf3.html	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:53	2892/2892	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:46:45%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmutual-fund-supermarket%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed1340.json	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:54	738599/738599	---M--	200	added ('OK')	image/png	etag:%225af83f22-b4527%22	http://web.derayah.com/wp-content/uploads/2018/01/pic_invest-e1515523880463.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2018/01/pic_invest-e1515523880463.png	(from http://web.derayah.com/ar/)
14:48:54	3229/3229	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:46:47%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmutual-fund-supermarket%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedf459	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:55	3987/3987	---M--	200	added ('OK')	image/png	etag:%225af83f19-f93%22	http://web.derayah.com/wp-content/uploads/2017/11/icon-3-e1513780647550.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/icon-3-e1513780647550.png	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:55	2399/2399	---M--	200	added ('OK')	image/png	etag:%225af83f1a-95f%22	http://web.derayah.com/wp-content/uploads/2017/11/smile-e1513781167279.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/smile-e1513781167279.png	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:55	2093/2093	---M--	200	added ('OK')	image/png	etag:%225af83f1a-82d%22	http://web.derayah.com/wp-content/uploads/2017/11/super_market-e1513781145774.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/super_market-e1513781145774.png	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:55	2265/2265	---M--	200	added ('OK')	image/png	etag:%225af83f1a-8d9%22	http://web.derayah.com/wp-content/uploads/2017/11/Untitled-3-e1513781355105.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/Untitled-3-e1513781355105.png	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
