date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:56	1391/1391	---M--	200	added ('OK')	image/png	etag:%225af83f1a-56f%22	http://web.derayah.com/wp-content/uploads/2017/11/Untitled-5.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/Untitled-5.png	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:56	2700/2700	---M--	200	added ('OK')	image/png	etag:%225af83f1a-a8c%22	http://web.derayah.com/wp-content/uploads/2017/11/Untitled-4-e1513782598843.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/Untitled-4-e1513782598843.png	(from http://web.derayah.com/ar/mutual-fund-supermarket/)
14:48:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:46:51%20GMT	http://web.derayah.com/ar/?p=768	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/indexb916.html	(from http://web.derayah.com/ar/assets-management/)
14:48:58	2615/2615	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:46:51%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fassets-management%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed1cb5.json	(from http://web.derayah.com/ar/assets-management/)
14:48:58	5648/5648	---MC-	200	added ('OK')	application/rss+xml	etag:%2201d046b01b301fe3e6d9851b49291472%22	http://web.derayah.com/ar/product_type/equity-funds/feed/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/product_type/equity-funds/feed/index.html	(from http://web.derayah.com/ar/product_type/equity-funds/)
14:48:58	5617/5617	---MC-	200	added ('OK')	application/rss+xml	etag:%2201d046b01b301fe3e6d9851b49291472%22	http://web.derayah.com/ar/product_type/real-estate-funds/feed/	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/product_type/real-estate-funds/feed/index.html	(from http://web.derayah.com/ar/product_type/real-estate-funds/)
14:49:00	2896/2896	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:46:53%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fassets-management%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed5de8	(from http://web.derayah.com/ar/assets-management/)
14:49:00	2155/2155	---M--	200	added ('OK')	image/png	etag:%225af83f22-86b%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-10-e1513780620105.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-10-e1513780620105.png	(from http://web.derayah.com/ar/assets-management/)
14:49:00	2401/2401	---M--	200	added ('OK')	image/png	etag:%225af83f22-961%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-8-e1513780606728.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-8-e1513780606728.png	(from http://web.derayah.com/ar/assets-management/)
14:49:00	3279/3279	---M--	200	added ('OK')	image/png	etag:%225af83f22-ccf%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-11-e1513780690705.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-11-e1513780690705.png	(from http://web.derayah.com/ar/assets-management/)
14:49:02	2986/2986	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:46:55%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fproducts%2Fderayah-income-generating-funds%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed1619.json	(from http://web.derayah.com/ar/products/derayah-income-generating-funds/)
14:49:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:46:55%20GMT	http://web.derayah.com/ar/?p=2584	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index1e4c.html	(from http://web.derayah.com/ar/products/derayah-income-generating-funds/)
14:49:03	3318/3318	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:46:56%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fproducts%2Fderayah-income-generating-funds%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed8f40	(from http://web.derayah.com/ar/products/derayah-income-generating-funds/)
14:49:04	2846/2846	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:46:57%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fproducts%2Fderayah-ipo-fund%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedd01b.json	(from http://web.derayah.com/ar/products/derayah-ipo-fund/)
14:49:04	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:46:57%20GMT	http://web.derayah.com/ar/?p=2543	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/indexe1b8.html	(from http://web.derayah.com/ar/products/derayah-ipo-fund/)
14:49:05	3180/3180	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:46:58%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fproducts%2Fderayah-ipo-fund%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed8331	(from http://web.derayah.com/ar/products/derayah-ipo-fund/)
14:49:07	2944/2944	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:46:59%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fproducts%2Fderayah-free-style-fund%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed8c26.json	(from http://web.derayah.com/ar/products/derayah-free-style-fund/)
14:49:07	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:00%20GMT	http://web.derayah.com/ar/?p=21	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index3965.html	(from http://web.derayah.com/ar/products/derayah-free-style-fund/)
14:49:08	3271/3271	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:01%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fproducts%2Fderayah-free-style-fund%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed445f	(from http://web.derayah.com/ar/products/derayah-free-style-fund/)
14:49:09	28971/28971	---M--	200	added ('OK')	image/png	etag:%225af83f19-712b%22	http://web.derayah.com/wp-content/uploads/2017/11/logo-transparent.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/logo-transparent.png	(from http://web.derayah.com/ar/products/derayah-free-style-fund/)
14:49:09	2597/2597	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:02%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Ftrade%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed9ff4.json	(from http://web.derayah.com/ar/trade/)
14:49:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:02%20GMT	http://web.derayah.com/ar/?p=534	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index6ca3.html	(from http://web.derayah.com/ar/trade/)
14:49:11	2896/2896	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:04%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Ftrade%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed41f1	(from http://web.derayah.com/ar/trade/)
14:49:11	2560/2560	---M--	200	added ('OK')	image/png	etag:%225af83f20-a00%22	http://web.derayah.com/wp-content/uploads/2017/12/global-platform-e1516011750751.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/global-platform-e1516011750751.png	(from http://web.derayah.com/ar/trade/)
14:49:11	3305/3305	---M--	200	added ('OK')	image/png	etag:%225af83f1d-ce9%22	http://web.derayah.com/wp-content/uploads/2017/12/derayah-global-e1516012025159.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/derayah-global-e1516012025159.png	(from http://web.derayah.com/ar/trade/)
14:49:11	2412/2412	---M--	200	added ('OK')	image/png	etag:%225af83f22-96c%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-7-e1513969342679.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-7-e1513969342679.png	(from http://web.derayah.com/ar/trade/)
14:49:12	3292/3292	---M--	200	added ('OK')	image/png	etag:%225af83f22-cdc%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-9-e1513969198440.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-9-e1513969198440.png	(from http://web.derayah.com/ar/trade/)
14:49:12	2787/2787	---M--	200	added ('OK')	image/png	etag:%225af83f21-ae3%22	http://web.derayah.com/wp-content/uploads/2017/12/money-e1517249171697.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/money-e1517249171697.png	(from http://web.derayah.com/ar/trade/)
14:49:12	2453/2453	---M--	200	added ('OK')	image/png	etag:%225af83f1f-995%22	http://web.derayah.com/wp-content/uploads/2017/12/eighttypes-1.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/eighttypes-1.png	(from http://web.derayah.com/ar/trade/)
14:49:12	2355/2355	---M--	200	added ('OK')	image/png	etag:%225af83f22-933%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-12-e1513969226228.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-12-e1513969226228.png	(from http://web.derayah.com/ar/trade/)
14:49:13	2641/2641	---M--	200	added ('OK')	image/png	etag:%225af83f19-a51%22	http://web.derayah.com/wp-content/uploads/2017/11/ideation.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/ideation.png	(from http://web.derayah.com/ar/trade/)
14:49:13	1996/1996	---M--	200	added ('OK')	image/png	etag:%225af83f19-7cc%22	http://web.derayah.com/wp-content/uploads/2017/11/slogan-1.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/slogan-1.png	(from http://web.derayah.com/ar/trade/)
14:49:13	2068/2068	---M--	200	added ('OK')	image/png	etag:%225af83f22-814%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-16.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-16.png	(from http://web.derayah.com/ar/trade/)
14:49:14	1767/1767	---M--	200	added ('OK')	image/png	etag:%225af83f22-6e7%22	http://web.derayah.com/wp-content/uploads/2017/12/Untitled-15-e1513968804648.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Untitled-15-e1513968804648.png	(from http://web.derayah.com/ar/trade/)
14:49:16	15497/15497	---M--	200	added ('OK')	image/png	etag:%225af83f1b-3c89%22	http://web.derayah.com/wp-content/uploads/2017/12/ADX.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/ADX.png	(from http://web.derayah.com/ar/trade/)
14:49:17	13279/13279	---M--	200	added ('OK')	image/png	etag:%225af83f21-33df%22	http://web.derayah.com/wp-content/uploads/2017/12/nasdaqdubai.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/nasdaqdubai.png	(from http://web.derayah.com/ar/trade/)
14:49:18	24910/24910	---M--	200	added ('OK')	image/png	etag:%225af83f1c-614e%22	http://web.derayah.com/wp-content/uploads/2017/12/DFM.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/DFM.png	(from http://web.derayah.com/ar/trade/)
14:49:18	14272/14272	---M--	200	added ('OK')	image/png	etag:%225af83f21-37c0%22	http://web.derayah.com/wp-content/uploads/2017/12/Tadawul.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Tadawul.png	(from http://web.derayah.com/ar/trade/)
14:49:18	63228/63228	---M--	200	added ('OK')	image/jpeg	etag:%225af83f21-f6fc%22	http://web.derayah.com/wp-content/uploads/2017/12/platforms_bg.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/platforms_bg.jpg	(from http://web.derayah.com/ar/trade/)
14:49:19	14272/14272	---M--	200	added ('OK')	image/png	etag:%225dbab3d9-37c0%22	http://web.derayah.com/wp-content/uploads/2017/12/Tadawul-1.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Tadawul-1.png	(from http://web.derayah.com/ar/trade/)
14:49:21	11116/11116	---M--	200	added ('OK')	image/png	etag:%225d6f7c3a-2b6c%22	http://web.derayah.com/wp-content/uploads/2017/12/Kuwait-Stock-Exchange-Logo.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Kuwait-Stock-Exchange-Logo.png	(from http://web.derayah.com/ar/trade/)
14:49:22	22005/22005	---M--	200	added ('OK')	image/png	etag:%225af83f1b-55f5%22	http://web.derayah.com/wp-content/uploads/2017/12/BB.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/BB.png	(from http://web.derayah.com/ar/trade/)
14:49:22	20055/20055	---M--	200	added ('OK')	image/png	etag:%225af83f21-4e57%22	http://web.derayah.com/wp-content/uploads/2017/12/MSM.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/MSM.png	(from http://web.derayah.com/ar/trade/)
14:49:23	9315/9315	---M--	200	added ('OK')	image/png	etag:%225af83f21-2463%22	http://web.derayah.com/wp-content/uploads/2017/12/NYSE.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/NYSE.png	(from http://web.derayah.com/ar/trade/)
14:49:23	2873/2873	---M--	200	added ('OK')	image/jpeg	etag:%225af83f21-b39%22	http://web.derayah.com/wp-content/uploads/2017/12/NYSEMKT.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/NYSEMKT.jpg	(from http://web.derayah.com/ar/trade/)
14:49:23	8456/8456	---M--	200	added ('OK')	image/png	etag:%225af83f21-2108%22	http://web.derayah.com/wp-content/uploads/2017/12/NASDAQ.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/NASDAQ.png	(from http://web.derayah.com/ar/trade/)
14:49:23	47063/47063	---M--	200	added ('OK')	image/png	etag:%225af83f20-b7d7%22	http://web.derayah.com/wp-content/uploads/2017/12/EygptExchange.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/EygptExchange.png	(from http://web.derayah.com/ar/trade/)
14:49:24	2515/2515	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:17%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fplatforms%2Fderayah-platform%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed0d40.json	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:17%20GMT	http://web.derayah.com/ar/?p=559	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index45ff.html	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:25	2830/2830	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:18%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fplatforms%2Fderayah-platform%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed0602	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:25	2528/2528	---M--	200	added ('OK')	image/png	etag:%225af83f20-9e0%22	http://web.derayah.com/wp-content/uploads/2017/12/gold-ingots-e1517249213361.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/gold-ingots-e1517249213361.png	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:26	1973/1973	---M--	200	added ('OK')	image/png	etag:%225af83f1b-7b5%22	http://web.derayah.com/wp-content/uploads/2017/12/barrel-e1517249248684.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/barrel-e1517249248684.png	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:26	2175/2175	---M--	200	added ('OK')	image/png	etag:%225af83f21-87f%22	http://web.derayah.com/wp-content/uploads/2017/12/package-e1517249276976.png	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/package-e1517249276976.png	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:26	16160/16160	---M--	200	added ('OK')	image/jpeg	etag:%225af83f18-3f20%22	http://web.derayah.com/wp-content/uploads/2017/11/AR-170429902-e1516275510788-353x270.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/11/AR-170429902-e1516275510788-353x270.jpg	(from http://web.derayah.com/ar/platforms/derayah-platform/)
14:49:28	2622/2622	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:21%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fplatforms%2Fderayah-global-platform%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed2510.json	(from http://web.derayah.com/ar/platforms/derayah-global-platform/)
14:49:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:21%20GMT	http://web.derayah.com/ar/?p=580	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index5b8d.html	(from http://web.derayah.com/ar/platforms/derayah-global-platform/)
14:49:29	2952/2952	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:22%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fplatforms%2Fderayah-global-platform%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed2c49	(from http://web.derayah.com/ar/platforms/derayah-global-platform/)
14:49:29	20419/20419	---M--	200	added ('OK')	image/jpeg	etag:%225af83f21-4fc3%22	http://web.derayah.com/wp-content/uploads/2017/12/learn_more-380x270.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/learn_more-380x270.jpg	(from http://web.derayah.com/ar/platforms/derayah-global-platform/)
14:49:31	2599/2599	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:24%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fprices-fees%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed12ac.json	(from http://web.derayah.com/ar/prices-fees/)
14:49:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:24%20GMT	http://web.derayah.com/ar/?p=586	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index0ced.html	(from http://web.derayah.com/ar/prices-fees/)
14:49:32	2905/2905	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:25%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fprices-fees%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedcc14	(from http://web.derayah.com/ar/prices-fees/)
14:49:33	2876/2876	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:26%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fcompare-derayah-others%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed2ba7.json	(from http://web.derayah.com/ar/compare-derayah-others/)
14:49:33	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:26%20GMT	http://web.derayah.com/ar/?p=925	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/indexd0d3.html	(from http://web.derayah.com/ar/compare-derayah-others/)
14:49:35	3209/3209	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:27%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fcompare-derayah-others%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed4fef	(from http://web.derayah.com/ar/compare-derayah-others/)
14:49:36	2456/2456	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:29%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargins%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed71d8.json	(from http://web.derayah.com/ar/margins/)
14:49:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:29%20GMT	http://web.derayah.com/ar/?p=666	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index197a.html	(from http://web.derayah.com/ar/margins/)
14:49:37	2747/2747	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:30%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargins%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed0a5e	(from http://web.derayah.com/ar/margins/)
14:49:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:32%20GMT	http://web.derayah.com/ar/?p=241	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index03e1.html	(from http://web.derayah.com/ar/margin/murabaha-margin/)
14:49:39	2633/2633	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:32%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargin%2Fmurabaha-margin%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed5ae8.json	(from http://web.derayah.com/ar/margin/murabaha-margin/)
14:49:41	2969/2969	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:33%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargin%2Fmurabaha-margin%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed4adb	(from http://web.derayah.com/ar/margin/murabaha-margin/)
14:49:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:35%20GMT	http://web.derayah.com/ar/?p=239	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/index1639.html	(from http://web.derayah.com/ar/margin/free-margin-trading/)
14:49:42	2605/2605	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:35%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargin%2Ffree-margin-trading%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed1641.json	(from http://web.derayah.com/ar/margin/free-margin-trading/)
14:49:43	2935/2935	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:36%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargin%2Ffree-margin-trading%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed417a	(from http://web.derayah.com/ar/margin/free-margin-trading/)
14:49:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:37%20GMT	http://web.derayah.com/ar/?p=240	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/indexcfe0.html	(from http://web.derayah.com/ar/margin/free-margin/)
14:49:44	2589/2589	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:37%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargin%2Ffree-margin%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embed13ed.json	(from http://web.derayah.com/ar/margin/free-margin/)
14:49:45	166422/166422	---M--	200	added ('OK')	image/jpeg	etag:%225af83f20-28a16%22	http://web.derayah.com/wp-content/uploads/2017/12/Fund-1068x601.jpg	C:/My%20Web%20Sites/derayaht/web.derayah.com/wp-content/uploads/2017/12/Fund-1068x601.jpg	(from http://web.derayah.com/ar/margins/)
14:49:46	2919/2919	---MC-	200	added ('OK')	text/xml	date:Sat,%2018%20Jan%202020%2012:47:38%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fmargin%2Ffree-margin%2F&format=xml	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedf817	(from http://web.derayah.com/ar/margin/free-margin/)
14:49:48	2547/2547	---MC-	200	added ('OK')	application/json	date:Sat,%2018%20Jan%202020%2012:47:41%20GMT	http://web.derayah.com/ar/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fweb.derayah.com%2Far%2Fimportant-concepts%2F	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/wp-json/oembed/1.0/embedee79.json	(from http://web.derayah.com/ar/important-concepts/)
14:49:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2018%20Jan%202020%2012:47:41%20GMT	http://web.derayah.com/ar/?p=1124	C:/My%20Web%20Sites/derayaht/web.derayah.com/ar/indexd832.html	(from http://web.derayah.com/ar/important-concepts/)
